customer_id,name,age,gender,state,signup_date,email,phone_number,subscribe,age_bracket,signup_cohort,phone_valid
CUST0213,Cornelia,38,Female,unknown,2025-01-31,setiawanpadmi@example.org,82199034845,Yes,36-45,2025-01,Not Checked
CUST0214,Kasusra,52,Male,Jawa Tengah,2024-04-24,siregarmichelle@example.com,829560949,Yes,46-60,2024-04,Not Checked
CUST0215,Tari,39,Female,Kalimantan Timur,2024-04-16,kardihalim@example.com,899279768,Yes,36-45,2024-04,Not Checked
CUST0216,Pranawa,34,Male,Maluku Utara,2024-07-18,cengkiruyainah@example.net,83421440455,No,26-35,2024-07,Not Checked
CUST0217,Vivi,25,Female,Sumatera Utara,2025-03-19,qoriwijayanti@example.com,822939648,Yes,18-25,2025-03,Not Checked
CUST0218,Reksa,18,Male,Kalimantan Tengah,2024-10-17,eutami@example.net,8010982253,Yes,<18,2024-10,Not Checked
CUST0219,Ratna,23,Female,Sumatera Selatan,2025-02-14,ratna_61@example.com,8592886328,No,18-25,2025-02,Not Checked
CUST0220,Eman,38,Male,Maluku Utara,2024-08-13,musamah@example.net,8351954443,Yes,36-45,2024-08,Not Checked
CUST0221,Mila,28,Female,Sumatera Selatan,2025-04-03,puspitamakuta@example.com,89536839897,Yes,26-35,2025-04,Not Checked
CUST0222,Nrima,37,Male,Sulawesi Tenggara,2025-09-06,nrima_15@example.com,820303505924,No,36-45,2025-09,Not Checked
CUST0223,Artanto,43,Male,Aceh,2023-11-12,gunartomaida@example.org,8579114663,Yes,36-45,2023-11,Not Checked
CUST0224,Cengkal,19,Male,Sulawesi Tengah,2024-10-09,safinafirgantoro@example.com,803372425148,Yes,18-25,2024-10,Not Checked
CUST0225,Cahya,37,Male,Jawa Tengah,2024-11-16,cahya_1@example.com,848801281,No,36-45,2024-11,Not Checked
CUST0226,Kasiran,47,Male,Lampung,2025-01-14,kajenharyanti@example.org,8017283733,Yes,46-60,2025-01,Not Checked
CUST0227,Gamblang,46,Male,Kalimantan Timur,2023-12-04,timbuldamanik@example.com,83336257772,Yes,46-60,2023-12,Not Checked
CUST0228,Elisa,60,Female,Papua Barat,2024-05-06,963elisa@example.com,8028841172,Yes,46-60,2024-05,Not Checked
CUST0229,Vivi,63,Female,Aceh,2024-08-29,vivi_72@example.com,8951128138,No,60+,2024-08,Not Checked
CUST0230,Vicky,42,Female,DI Yogyakarta,2025-07-07,vsuryono@example.org,8449897435,Yes,36-45,2025-07,Not Checked
CUST0231,Margana,47,Male,Sumatera Utara,2023-10-31,margana_57@example.com,80091857428,Yes,46-60,2023-10,Not Checked
CUST0232,Jamil,60,Male,unknown,2024-12-21,harihutapea@example.net,826116797,Yes,46-60,2024-12,Not Checked
CUST0233,Jamalia,20,Female,DI Yogyakarta,2025-07-19,damanikdarijan@example.net,8762462237,Yes,18-25,2025-07,Not Checked
CUST0234,Zamira,56,Female,Nusa Tenggara Timur,2024-06-18,zamira_12@example.com,845518329,Yes,46-60,2024-06,Not Checked
CUST0235,Jefri,43,Male,Aceh,2024-03-18,jatmikorajasa@example.org,8443780824,Yes,36-45,2024-03,Not Checked
CUST0236,Leo,43,Male,Sumatera Selatan,2025-08-19,jagaragasaputra@example.net,816809421,Yes,36-45,2025-08,Not Checked
CUST0237,Jarwa,40,Male,DKI Jakarta,2024-12-27,jarwa_96@example.com,85570492473,Yes,36-45,2024-12,Not Checked
CUST0238,Darijan,54,Male,Sumatera Barat,2024-05-23,uprakasa@example.org,8425816385,Yes,46-60,2024-05,Not Checked
CUST0239,Galuh,36,Male,Sumatera Barat,2024-08-19,mulyaniida@example.com,879467312863,Yes,36-45,2024-08,Not Checked
CUST0240,Carla,46,Female,Sulawesi Utara,2024-06-21,danang48@example.net,81857955969,Yes,46-60,2024-06,Not Checked
CUST0241,Candra,35,Male,Kalimantan Barat,2024-09-07,candra_63@example.com,869455115,No,26-35,2024-09,Not Checked
CUST0242,Mala,55,Female,Sulawesi Tenggara,2023-12-19,mala73@example.com,833847702,No,46-60,2023-12,Not Checked
CUST0243,Calista,51,Female,unknown,2025-04-01,calista602@example.com,871806674460,No,46-60,2025-04,Not Checked
CUST0244,Bala,39,Male,Sumatera Selatan,2025-02-15,ldongoran@example.com,83028298440,Yes,36-45,2025-02,Not Checked
CUST0245,Cahyanto,22,Male,Sulawesi Utara,2025-05-03,cahyanto_84@example.com,81900280197,Yes,18-25,2025-05,Not Checked
CUST0246,Caket,65,Male,Sulawesi Tengah,2025-03-09,caket_32@example.com,8224646257,No,60+,2025-03,Not Checked
CUST0247,Mala,54,Female,Sumatera Selatan,2024-04-24,esiregar@example.org,80063702516,Yes,46-60,2024-04,Not Checked
CUST0248,Nadine,20,Female,Kepulauan Bangka Belitung,2024-01-17,nadine_31@example.com,81799475516,No,18-25,2024-01,Not Checked
CUST0249,Ridwan,52,Male,Lampung,2025-05-16,ellishidayat@example.com,825198650407,Yes,46-60,2025-05,Not Checked
CUST0250,Halim,33,Male,Bengkulu,2025-09-13,omarbun@example.com,858732327,No,26-35,2025-09,Not Checked
CUST0251,Prima,43,Male,Sulawesi Selatan,2024-09-02,putu16@example.net,869004782947,No,36-45,2024-09,Not Checked
CUST0252,Anastasia,62,Female,Gorontalo,2025-01-20,dabukkeeluh@example.net,83372152995,No,60+,2025-01,Not Checked
CUST0253,Yono,19,Male,Kalimantan Selatan,2024-01-12,jailsinaga@example.org,8673305470,Yes,18-25,2024-01,Not Checked
CUST0254,Uchita,40,Female,Kalimantan Utara,2024-10-21,kartika75@example.net,868108247332,Yes,36-45,2024-10,Not Checked
CUST0255,Kurnia,51,Male,Maluku,2024-12-18,kurnia477@example.com,8116801400,No,46-60,2024-12,Not Checked
CUST0256,Baktiono,35,Male,DKI Jakarta,2024-11-17,ksinaga@example.net,830308525498,No,26-35,2024-11,Not Checked
CUST0257,Hendri,32,Male,Sulawesi Tenggara,2023-10-05,opan96@example.com,873653335,Yes,26-35,2023-10,Not Checked
CUST0258,Banara,62,Male,Maluku,2025-04-29,mangunsongcakrabuana@example.com,8273368835,Yes,60+,2025-04,Not Checked
CUST0259,Jindra,27,Male,Jawa Timur,2024-02-08,jindra_70@example.com,803517580038,Yes,26-35,2024-02,Not Checked
CUST0260,Prima,48,Male,DKI Jakarta,2024-01-24,prima_12@example.com,800328569612,Yes,46-60,2024-01,Not Checked
CUST0261,Zahra,59,Female,Sumatera Utara,2025-04-07,zahra57@example.com,8886360522,Yes,46-60,2025-04,Not Checked
CUST0262,Luis,44,Male,unknown,2024-11-21,tasnimhalimah@example.net,818973258242,Yes,36-45,2024-11,Not Checked
CUST0263,Kemal,30,Male,Lampung,2024-10-11,kemal_42@example.com,8805015029,Yes,26-35,2024-10,Not Checked
CUST0264,Sarah,40,Female,DKI Jakarta,2025-01-12,sarah_50@example.com,859373944,Yes,36-45,2025-01,Not Checked
CUST0265,Ghaliyati,62,Female,Aceh,2023-12-29,ghaliyati459@example.com,852749808460,No,60+,2023-12,Not Checked
CUST0266,Bahuraksa,23,Male,unknown,2024-05-22,kacungkuswoyo@example.net,84553407556,No,18-25,2024-05,Not Checked
CUST0267,Silvia,38,Female,Jawa Timur,2023-09-30,silvia_18@example.com,8903422604,Yes,36-45,2023-09,Not Checked
CUST0268,Hani,23,Female,Papua Barat,2025-02-27,tprakasa@example.net,81743287757,Yes,18-25,2025-02,Not Checked
CUST0269,Sadina,44,Female,Jawa Timur,2024-10-12,margana53@example.net,8268669512,Yes,36-45,2024-10,Not Checked
CUST0661,Puji,32,Female,DI Yogyakarta,2025-09-05,puji_62@example.com,82263520270,Yes,26-35,2025-09,Not Checked
CUST0270,Leo,25,Male,Maluku Utara,2025-08-03,galih47@example.net,820281741512,Yes,18-25,2025-08,Not Checked
CUST0271,Gawati,51,Female,Banten,2024-07-11,gawati_73@example.com,8541771848,Yes,46-60,2024-07,Not Checked
CUST0272,Asirwanda,41,Male,Aceh,2025-08-14,gandi95@example.net,8227568258,Yes,36-45,2025-08,Not Checked
CUST0273,Eva,61,Female,DI Yogyakarta,2025-06-08,455eva@example.com,8944474510,Yes,60+,2025-06,Not Checked
CUST0274,Ismail,29,Male,Papua Barat,2023-10-15,uwaisbudi@example.org,8949460278,No,26-35,2023-10,Not Checked
CUST0275,Gilda,37,Female,Jawa Tengah,2025-01-07,nrajasa@example.com,8238397602,Yes,36-45,2025-01,Not Checked
CUST0276,Rafi,28,Male,DI Yogyakarta,2024-08-02,rafi_21@example.com,84672970984,Yes,26-35,2024-08,Not Checked
CUST0277,Cornelia,25,Female,Sulawesi Utara,2023-10-10,cornelia_87@example.com,819167285,No,18-25,2023-10,Not Checked
CUST0278,Betania,47,Female,Lampung,2024-06-24,wkusumo@example.net,8143069505,Yes,46-60,2024-06,Not Checked
CUST0279,Timbul,46,Male,Kepulauan Bangka Belitung,2024-04-29,timbul354@example.com,803956658952,No,46-60,2024-04,Not Checked
CUST0280,Diah,22,Female,Nusa Tenggara Barat,2023-11-14,diah_65@example.com,8054289074,Yes,18-25,2023-11,Not Checked
CUST0281,Latika,42,Female,Kepulauan Riau,2025-02-26,bakidin99@example.com,8873633240,No,36-45,2025-02,Not Checked
CUST0282,Usyi,40,Female,Sulawesi Utara,2025-09-10,bpratama@example.com,886432118636,Yes,36-45,2025-09,Not Checked
CUST0283,Rahmi,60,Female,Jambi,2025-05-23,yuliantirachel@example.org,86602528020,Yes,46-60,2025-05,Not Checked
CUST0284,Hafshah,20,Female,Papua,2025-08-18,tasnim45@example.com,806882584073,No,18-25,2025-08,Not Checked
CUST0285,Yahya,58,Male,Nusa Tenggara Barat,2024-12-15,jaswadi78@example.org,832317633905,Yes,46-60,2024-12,Not Checked
CUST0286,Yuni,56,Female,Riau,2023-09-27,handayanirafi@example.net,872532302,Yes,46-60,2023-09,Not Checked
CUST0287,Cemplunk,57,Male,Maluku Utara,2025-05-26,wulandariajeng@example.org,8276655433,No,46-60,2025-05,Not Checked
CUST0288,Labuh,58,Male,Kalimantan Utara,2024-09-27,julia04@example.net,896147647021,No,46-60,2024-09,Not Checked
CUST0289,Anita,21,Female,unknown,2024-06-30,ayusalahudin@example.net,839364471,No,18-25,2024-06,Not Checked
CUST0290,Darijan,49,Male,Maluku,2024-09-10,darijan_53@example.com,8426706436,No,46-60,2024-09,Not Checked
CUST0291,Diah,55,Female,Banten,2025-04-03,maryadicinthia@example.net,854348815388,Yes,46-60,2025-04,Not Checked
CUST0292,Usyi,58,Female,Aceh,2025-07-16,usyi645@example.com,80359275009,Yes,46-60,2025-07,Not Checked
CUST0293,Abyasa,50,Male,Aceh,2025-04-12,wibisonocaraka@example.com,8436160362,Yes,46-60,2025-04,Not Checked
CUST0294,Padma,49,Female,Kalimantan Selatan,2025-06-22,ppuspasari@example.org,86895487942,Yes,46-60,2025-06,Not Checked
CUST0295,Garan,58,Male,Gorontalo,2025-08-24,cindyfarida@example.net,844385758895,Yes,46-60,2025-08,Not Checked
CUST0296,Pangeran,43,Male,Aceh,2024-06-11,aminashiruddin@example.net,83882910039,Yes,36-45,2024-06,Not Checked
CUST0297,Cornelia,60,Female,Nusa Tenggara Timur,2023-12-07,cornelia794@example.com,89769605649,Yes,46-60,2023-12,Not Checked
CUST0298,Samsul,19,Male,Maluku Utara,2024-11-30,801samsul@example.com,8709768172,No,18-25,2024-11,Not Checked
CUST0299,Hartana,55,Male,Nusa Tenggara Barat,2025-03-04,utamigara@example.com,862127314,Yes,46-60,2025-03,Not Checked
CUST0300,Kala,46,Male,Papua,2023-11-30,zmahendra@example.com,885486479,Yes,46-60,2023-11,Not Checked
CUST0301,Dalima,41,Female,Papua,2025-05-13,jaswadi17@example.net,8674199780,Yes,36-45,2025-05,Not Checked
CUST0302,Emin,21,Male,Papua,2023-11-14,estiono40@example.net,8792863212,Yes,18-25,2023-11,Not Checked
CUST0303,Mulyono,47,Male,Sulawesi Tengah,2024-04-16,usamahjaya@example.org,80420695941,Yes,46-60,2024-04,Not Checked
CUST0304,Ellis,22,Female,Bali,2024-06-29,ellis_94@example.com,869204824992,No,18-25,2024-06,Not Checked
CUST0305,Rahayu,36,Female,Papua,2025-06-18,982rahayu@example.com,83919474704,Yes,36-45,2025-06,Not Checked
CUST0306,Carub,57,Male,Sulawesi Utara,2023-12-17,daliminlatupono@example.org,87875516558,Yes,46-60,2023-12,Not Checked
CUST0307,Taswir,38,Male,Sulawesi Selatan,2025-05-20,luis81@example.net,80196730898,Yes,36-45,2025-05,Not Checked
CUST0308,Argono,36,Male,Bali,2025-04-30,argono_43@example.com,83237744701,Yes,36-45,2025-04,Not Checked
CUST0309,Yunita,57,Female,Banten,2025-07-16,511yunita@example.com,8186526753,No,46-60,2025-07,Not Checked
CUST0310,Ophelia,25,Female,Kalimantan Timur,2024-08-12,ophelia_45@example.com,80192242777,No,18-25,2024-08,Not Checked
CUST0311,Melinda,18,Female,Papua Barat,2024-07-04,696melinda@example.com,803883987,Yes,<18,2024-07,Not Checked
CUST0312,Ami,39,Female,Lampung,2024-12-29,310ami@example.com,84197924773,No,36-45,2024-12,Not Checked
CUST0313,Paiman,55,Male,Kepulauan Bangka Belitung,2024-01-03,paiman_5@example.com,884555318,No,46-60,2024-01,Not Checked
CUST0314,Aisyah,30,Female,Jawa Tengah,2025-04-14,windasafitri@example.com,822987951505,Yes,26-35,2025-04,Not Checked
CUST0315,Ihsan,50,Male,Sumatera Utara,2024-10-18,ihsan_30@example.com,888204300,Yes,46-60,2024-10,Not Checked
CUST0316,Widya,56,Female,Jawa Barat,2024-02-13,sakurafirmansyah@example.net,824035485,No,46-60,2024-02,Not Checked
CUST0317,Kartika,55,Female,Sumatera Selatan,2024-05-25,kartika_58@example.com,875733077,No,46-60,2024-05,Not Checked
CUST0318,Tina,40,Female,unknown,2024-02-05,ykuswandari@example.org,84458373349,No,36-45,2024-02,Not Checked
CUST0319,Maria,64,Female,Banten,2023-10-26,maria754@example.com,824253918851,Yes,60+,2023-10,Not Checked
CUST0320,Jail,32,Male,Sumatera Utara,2024-02-26,wasis15@example.net,88492890760,No,26-35,2024-02,Not Checked
CUST0321,Cindy,65,Female,Sumatera Barat,2024-06-05,agustinanardi@example.net,890892127948,Yes,60+,2024-06,Not Checked
CUST0322,Arsipatra,28,Male,Sumatera Utara,2025-02-06,449arsipatra@example.com,822957621,No,26-35,2025-02,Not Checked
CUST0323,Jayadi,52,Male,Kepulauan Riau,2025-04-06,616jayadi@example.com,82247322877,Yes,46-60,2025-04,Not Checked
CUST0324,Tania,40,Female,Papua Barat,2024-11-19,kayunmansur@example.org,826931207,Yes,36-45,2024-11,Not Checked
CUST0325,Warta,42,Male,Gorontalo,2025-06-02,dadihardiansyah@example.org,8868214335,Yes,36-45,2025-06,Not Checked
CUST0326,Sakura,28,Female,Kepulauan Bangka Belitung,2024-06-19,pujihakim@example.net,871976418237,Yes,26-35,2024-06,Not Checked
CUST0327,Unjani,38,Female,Sumatera Utara,2024-01-07,uchita20@example.com,875477401,Yes,36-45,2024-01,Not Checked
CUST0328,Laras,56,Female,Maluku Utara,2024-11-13,zpertiwi@example.org,873791139,No,46-60,2024-11,Not Checked
CUST0329,Lili,40,Female,Bengkulu,2023-11-29,edi88@example.com,829276468,No,36-45,2023-11,Not Checked
CUST0330,Tomi,50,Male,Jambi,2024-09-11,tomi314@example.com,841803114525,Yes,46-60,2024-09,Not Checked
CUST0331,Bagya,18,Male,Lampung,2023-10-22,bagya229@example.com,813015612910,Yes,<18,2023-10,Not Checked
CUST0332,Xanana,44,Male,Jawa Barat,2025-07-04,jaya54@example.net,883137677,Yes,36-45,2025-07,Not Checked
CUST0333,Uchita,57,Female,Lampung,2023-11-23,dodo12@example.com,808549593,Yes,46-60,2023-11,Not Checked
CUST0334,Koko,38,Male,DKI Jakarta,2024-10-10,750koko@example.com,89348119288,No,36-45,2024-10,Not Checked
CUST0335,Jumari,35,Male,Sumatera Selatan,2024-04-21,jumari_60@example.com,883418312,Yes,26-35,2024-04,Not Checked
CUST0336,Natalia,58,Female,Kepulauan Riau,2024-09-18,wastutitaswir@example.net,896676718,Yes,46-60,2024-09,Not Checked
CUST0337,Tri,57,Male,Jambi,2023-11-25,vnugroho@example.com,882781095,Yes,46-60,2023-11,Not Checked
CUST0338,Jamalia,27,Female,Riau,2025-01-14,uwulandari@example.org,808836427,Yes,26-35,2025-01,Not Checked
CUST0339,Jaiman,40,Male,Jambi,2024-03-31,jaiman_35@example.com,8270725240,Yes,36-45,2024-03,Not Checked
CUST0340,Karen,32,Female,Kalimantan Tengah,2025-04-21,marbunnovi@example.net,88228248338,Yes,26-35,2025-04,Not Checked
CUST0341,Sabrina,55,Female,Bengkulu,2024-07-22,wulandariulva@example.com,84628383807,Yes,46-60,2024-07,Not Checked
CUST0342,Maman,47,Male,Kalimantan Utara,2025-06-02,buyainah@example.net,821419857,Yes,46-60,2025-06,Not Checked
CUST0343,Pardi,57,Male,Jawa Tengah,2025-06-16,pardi986@example.com,8225052536,Yes,46-60,2025-06,Not Checked
CUST0344,Lasmanto,53,Male,Bengkulu,2024-07-12,lasmanto_70@example.com,8015419797,No,46-60,2024-07,Not Checked
CUST0345,Adinata,42,Male,DKI Jakarta,2025-01-23,daliminuyainah@example.com,8555432892,Yes,36-45,2025-01,Not Checked
CUST0346,Zahra,41,Female,Aceh,2023-09-28,rafihutagalung@example.net,858491715809,Yes,36-45,2023-09,Not Checked
CUST0347,Janet,62,Female,Maluku,2023-12-11,mardhiyahirnanto@example.com,8340744623,Yes,60+,2023-12,Not Checked
CUST0348,Ellis,39,Female,unknown,2025-04-21,nainggolanasirwanda@example.org,818027703691,No,36-45,2025-04,Not Checked
CUST0349,Ivan,44,Male,Banten,2024-04-05,luhungmardhiyah@example.com,858623637,Yes,36-45,2024-04,Not Checked
CUST0350,Warji,59,Male,Papua,2024-07-09,isitorus@example.com,8018883758,Yes,46-60,2024-07,Not Checked
CUST0351,Zamira,58,Female,Sumatera Barat,2025-09-20,sihombingjamalia@example.com,86661921950,No,46-60,2025-09,Not Checked
CUST0352,Jaswadi,33,Male,Kalimantan Tengah,2024-08-23,ibrahim30@example.com,89876235674,No,26-35,2024-08,Not Checked
CUST0353,Bella,40,Female,Bengkulu,2025-07-10,xrahmawati@example.org,86663721052,Yes,36-45,2025-07,Not Checked
CUST0354,Raina,26,Female,Jawa Timur,2024-10-10,raina_36@example.com,8441662802,No,26-35,2024-10,Not Checked
CUST0355,Dalimin,38,Male,Jawa Timur,2025-04-15,150dalimin@example.com,85415237037,Yes,36-45,2025-04,Not Checked
CUST0356,Rizki,23,Male,Nusa Tenggara Timur,2023-10-12,twastuti@example.org,88583014075,Yes,18-25,2023-10,Not Checked
CUST0357,Rahmi,21,Female,Gorontalo,2024-12-20,capa64@example.com,844956765,Yes,18-25,2024-12,Not Checked
CUST0358,Catur,25,Male,Kalimantan Timur,2024-08-06,qwibowo@example.net,82723594603,Yes,18-25,2024-08,Not Checked
CUST0359,Banawi,20,Male,Sumatera Selatan,2025-08-12,banawi300@example.com,882805418150,Yes,18-25,2025-08,Not Checked
CUST0360,Manah,52,Male,unknown,2025-05-19,irfan84@example.net,85538675090,Yes,46-60,2025-05,Not Checked
CUST0361,Dewi,47,Female,Jambi,2024-07-25,vsantoso@example.com,8778517554,No,46-60,2024-07,Not Checked
CUST0362,Martana,46,Male,Jawa Timur,2025-05-12,848martana@example.com,807247320637,No,46-60,2025-05,Not Checked
CUST0363,Jumadi,57,Male,Nusa Tenggara Barat,2024-10-23,gamandongoran@example.net,81012563679,No,46-60,2024-10,Not Checked
CUST0364,Bagiya,42,Male,Jawa Barat,2025-04-08,540bagiya@example.com,8439662556,Yes,36-45,2025-04,Not Checked
CUST0365,Prakosa,63,Male,Kepulauan Riau,2025-09-12,lailaprastuti@example.net,838916194,Yes,60+,2025-09,Not Checked
CUST0366,Sakura,47,Female,Jawa Timur,2023-10-01,sakura_94@example.com,867477592414,Yes,46-60,2023-10,Not Checked
CUST0367,Pandu,18,Male,Banten,2025-05-27,pandu_87@example.com,8704706620,Yes,<18,2025-05,Not Checked
CUST0368,Karsa,36,Male,Nusa Tenggara Barat,2024-02-02,kuswoyoenteng@example.net,840115569,Yes,36-45,2024-02,Not Checked
CUST0369,Qori,47,Female,Kalimantan Tengah,2023-12-29,plailasari@example.com,8272716410,Yes,46-60,2023-12,Not Checked
CUST0370,Kiandra,55,Female,unknown,2025-02-07,572kiandra@example.com,8772086268,No,46-60,2025-02,Not Checked
CUST0371,Kenes,32,Male,Kepulauan Riau,2025-01-26,kenes_38@example.com,842550471,No,26-35,2025-01,Not Checked
CUST0372,Balamantri,50,Male,DKI Jakarta,2024-12-15,baktiono13@example.net,8247970031,No,46-60,2024-12,Not Checked
CUST0373,Calista,40,Female,Sulawesi Tengah,2024-05-14,ega48@example.org,8910335843,Yes,36-45,2024-05,Not Checked
CUST0374,Taswir,41,Male,Gorontalo,2024-10-10,safitrijaya@example.org,8101525763,Yes,36-45,2024-10,Not Checked
CUST0375,Edi,37,Male,Sulawesi Tengah,2025-03-18,edi398@example.com,8182229699,Yes,36-45,2025-03,Not Checked
CUST0376,Anastasia,62,Female,Nusa Tenggara Timur,2024-04-30,anastasia_98@example.com,807994537869,No,60+,2024-04,Not Checked
CUST0377,Muni,41,Male,Kalimantan Selatan,2025-03-31,sakura57@example.com,81080728416,Yes,36-45,2025-03,Not Checked
CUST0378,Parman,29,Male,Jawa Timur,2024-05-28,wardayaramadan@example.net,894888190974,No,26-35,2024-05,Not Checked
CUST0379,Jabal,27,Male,Sulawesi Utara,2024-03-24,476jabal@example.com,885644962967,Yes,26-35,2024-03,Not Checked
CUST0380,Hesti,39,Female,Riau,2023-09-25,koko53@example.org,864944620,Yes,36-45,2023-09,Not Checked
CUST0381,Titi,36,Female,Banten,2024-01-11,313titi@example.com,898468598,Yes,36-45,2024-01,Not Checked
CUST0382,Maria,60,Female,Sulawesi Selatan,2025-01-15,maria_95@example.com,8188700177,No,46-60,2025-01,Not Checked
CUST0383,Halima,26,Female,Riau,2025-03-26,halima551@example.com,8914751794,Yes,26-35,2025-03,Not Checked
CUST0384,Kasiran,25,Male,Jawa Timur,2023-11-27,kasiran824@example.com,8489119371,Yes,18-25,2023-11,Not Checked
CUST0385,Zamira,28,Female,Kalimantan Tengah,2025-09-01,zamira3@example.com,8329181730,No,26-35,2025-09,Not Checked
CUST0386,Tri,59,Male,DKI Jakarta,2023-12-04,uwaisfebi@example.net,84721917847,Yes,46-60,2023-12,Not Checked
CUST0387,Fitria,41,Female,Kalimantan Utara,2024-09-12,kenari30@example.org,827944885024,No,36-45,2024-09,Not Checked
CUST0388,Eluh,65,Male,Kalimantan Utara,2024-11-03,eluh_24@example.com,899130581314,Yes,60+,2024-11,Not Checked
CUST0389,Dinda,18,Female,Aceh,2024-06-16,yancesimbolon@example.net,80087622043,Yes,<18,2024-06,Not Checked
CUST0390,Usyi,46,Female,Lampung,2025-01-20,hasta34@example.com,876192329989,No,46-60,2025-01,Not Checked
CUST0391,Alika,50,Female,Sumatera Barat,2024-05-02,alika_83@example.com,824755916,Yes,46-60,2024-05,Not Checked
CUST0392,Garang,43,Male,Sumatera Selatan,2025-05-31,jmaryati@example.com,878467427,Yes,36-45,2025-05,Not Checked
CUST0393,Unjani,62,Female,Kepulauan Bangka Belitung,2024-08-24,xutami@example.org,896559483637,Yes,60+,2024-08,Not Checked
CUST0394,Suci,56,Female,Kalimantan Utara,2025-02-28,suci803@example.com,89121742745,No,46-60,2025-02,Not Checked
CUST0395,Pandu,18,Male,DI Yogyakarta,2024-11-27,cecep55@example.org,82531773818,No,<18,2024-11,Not Checked
CUST0396,Cawisadi,53,Male,Kepulauan Riau,2024-12-13,cawisadi484@example.com,870654293735,No,46-60,2024-12,Not Checked
CUST0397,Cici,43,Female,Bali,2024-02-24,astutilili@example.org,827887968,Yes,36-45,2024-02,Not Checked
CUST0398,Ulva,48,Female,Sumatera Barat,2024-09-19,995ulva@example.com,808906905,Yes,46-60,2024-09,Not Checked
CUST0399,Darmana,31,Male,Jawa Tengah,2025-05-23,darmana_74@example.com,898580786,Yes,26-35,2025-05,Not Checked
CUST0400,Warta,24,Male,Kalimantan Selatan,2024-09-09,safitriparman@example.org,84003957231,Yes,18-25,2024-09,Not Checked
CUST0401,Jamalia,32,Female,Kalimantan Utara,2025-03-25,gmelani@example.net,8159579167,No,26-35,2025-03,Not Checked
CUST0402,Fitria,48,Female,Sumatera Utara,2023-12-10,fitria_64@example.com,8946083224,Yes,46-60,2023-12,Not Checked
CUST0403,Tira,28,Female,DKI Jakarta,2024-06-30,842tira@example.com,80933026281,No,26-35,2024-06,Not Checked
CUST0404,Gasti,20,Female,Kepulauan Riau,2024-02-24,usyisusanti@example.net,80017775596,Yes,18-25,2024-02,Not Checked
CUST0405,Saka,44,Male,Nusa Tenggara Barat,2024-10-27,yuniarlalita@example.net,831573672,Yes,36-45,2024-10,Not Checked
CUST0406,Jelita,50,Female,Maluku Utara,2024-10-27,ikarajata@example.com,87089135965,No,46-60,2024-10,Not Checked
CUST0407,Fathonah,23,Female,Maluku Utara,2024-06-20,setya02@example.org,842859973888,Yes,18-25,2024-06,Check Failed
CUST0408,Tania,33,Female,unknown,2023-12-19,tania_31@example.com,853252996437,No,26-35,2023-12,Not Checked
CUST0409,Prasetyo,34,Male,Bali,2025-08-07,819prasetyo@example.com,831149234,Yes,26-35,2025-08,Not Checked
CUST0410,Daryani,24,Male,Bengkulu,2024-08-10,purnawatilasmono@example.net,83249485826,Yes,18-25,2024-08,Not Checked
CUST0411,Yosef,61,Male,DKI Jakarta,2025-03-16,coktaviani@example.net,8550812083,Yes,60+,2025-03,Not Checked
CUST0413,Dirja,50,Male,Jawa Timur,2024-08-12,974dirja@example.com,816007193859,Yes,46-60,2024-08,Not Checked
CUST0414,Prabu,50,Male,Jawa Tengah,2025-05-18,prabu_45@example.com,82292574055,Yes,46-60,2025-05,Not Checked
CUST0415,Chelsea,33,Female,Sumatera Barat,2024-01-13,rini70@example.net,87573679956,Yes,26-35,2024-01,Not Checked
CUST0416,Jono,25,Male,Gorontalo,2025-09-12,jono_21@example.com,81568944512,Yes,18-25,2025-09,Not Checked
CUST0417,Intan,36,Female,Kalimantan Barat,2025-02-09,intan420@example.com,832345147,Yes,36-45,2025-02,Not Checked
CUST0418,Zizi,44,Female,Papua Barat,2024-09-01,zizi591@example.com,86753162907,Yes,36-45,2024-09,Not Checked
CUST0419,Salimah,63,Female,Riau,2024-10-12,320salimah@example.com,871298647,Yes,60+,2024-10,Not Checked
CUST0420,Eko,35,Male,Kalimantan Utara,2023-12-11,gnarpati@example.org,866899360823,No,26-35,2023-12,Not Checked
CUST0421,Maryanto,65,Male,Papua Barat,2025-02-12,988maryanto@example.com,840495399781,Yes,60+,2025-02,Not Checked
CUST0422,Vicky,60,Female,Jambi,2024-05-01,murti19@example.net,884002556812,Yes,46-60,2024-05,Not Checked
CUST0423,Kani,20,Female,DI Yogyakarta,2025-04-17,kani139@example.com,875033185,Yes,18-25,2025-04,Not Checked
CUST0424,Adhiarja,57,Male,Sulawesi Utara,2025-07-26,kamal15@example.org,8404842294,Yes,46-60,2025-07,Not Checked
CUST0425,Eluh,43,Male,DI Yogyakarta,2023-12-25,jpalastri@example.com,8586798739,Yes,36-45,2023-12,Not Checked
CUST0426,Hafshah,30,Female,Nusa Tenggara Timur,2024-02-03,jaisjailani@example.org,840677400,Yes,26-35,2024-02,Not Checked
CUST0427,Ian,21,Male,Bali,2024-11-04,bancar95@example.net,8666828128,Yes,18-25,2024-11,Not Checked
CUST0428,Himawan,43,Male,Maluku Utara,2024-03-15,cprakasa@example.com,81296339629,Yes,36-45,2024-03,Not Checked
